timestamp;pid;ppid;nome_processo;status;cpu_porcentagem;ram_porcentagem;total_threads;tempo_execucao;throughput_mbs;throughput_gbs
2025-11-10 19:37:24;636;4;smss.exe;running;0.0;5.2692841308658335e-05;2;1762777909.4706242;0.0;0.0
2025-11-10 19:37:24;780;12784;msedgewebview2.exe;running;0.0;0.007798540513681434;22;1762778050.0024676;0.0;0.0
2025-11-10 19:37:24;924;1316;svchost.exe;running;0.0;0.015702466709980184;4;1762809327.2926686;0.0;0.0
2025-11-10 19:37:24;940;1316;svchost.exe;running;0.0;0.007113533576668875;6;1762809324.5760162;0.0;0.0
2025-11-10 19:37:47;0;0;System Idle Process;running;917.6;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:37:47;3180;11984;brave.exe;running;688.5;3.832192269854794;45;1762778200.8033037;0.0;0.0
2025-11-10 19:37:47;20264;8920;python.exe;running;369.6;0.49789465752551254;11;1762813603.3040936;0.0;0.0
2025-11-10 19:37:47;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:37:47;548;12476;Docker Desktop.exe;running;0.0;0.655288174514475;40;1762811237.957982;0.0;0.0
2025-11-10 19:37:47;184;4;Registry;running;0.0;0.04874087821050896;4;1762777907.5377195;0.0;0.0
2025-11-10 19:37:47;636;4;smss.exe;running;0.0;5.2692841308658335e-05;2;1762777909.4706242;0.0;0.0
2025-11-10 19:37:47;780;12784;msedgewebview2.exe;running;0.0;0.007798540513681434;22;1762778050.0024676;0.0;0.0
2025-11-10 19:37:47;924;1316;svchost.exe;running;0.0;0.015649773868671526;4;1762809327.2926686;0.0;0.0
2025-11-10 19:37:47;940;1316;svchost.exe;running;0.0;0.007113533576668875;6;1762809324.5760162;0.0;0.0
2025-11-10 19:38:10;0;0;System Idle Process;running;922.7;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:38:10;10872;7928;idea64.exe;running;342.2;14.143232842815673;85;1762811069.2763324;0.0;0.0
2025-11-10 19:38:10;20264;8920;python.exe;running;279.9;0.4863549252789164;12;1762813603.3040936;0.0;0.0
2025-11-10 19:38:10;184;4;Registry;running;0.0;0.02808528441751489;4;1762777907.5377195;0.0;0.0
2025-11-10 19:38:10;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:38:10;4;0;System;running;0.0;0.0050585127656312;305;0.0;0.0;0.0
2025-11-10 19:38:10;636;4;smss.exe;running;0.0;5.2692841308658335e-05;2;1762777909.4706242;0.0;0.0
